# J_EE J_IE J_EI J_II tau_syn_E tau_syn_I J_ext
0.5 0.5 -23.84 -8.441 0.5 0.5 29.89
0.5 0.8889 -23.84 -8.441 0.5 0.5 29.89
0.5 1.2778 -23.84 -8.441 0.5 0.5 29.89
0.5 1.6667 -23.84 -8.441 0.5 0.5 29.89
0.5 2.0556 -23.84 -8.441 0.5 0.5 29.89
0.5 2.4444 -23.84 -8.441 0.5 0.5 29.89
0.5 2.8333 -23.84 -8.441 0.5 0.5 29.89
0.5 3.2222 -23.84 -8.441 0.5 0.5 29.89
0.5 3.6111 -23.84 -8.441 0.5 0.5 29.89
0.5 4 -23.84 -8.441 0.5 0.5 29.89
