# J_EE J_IE J_EI J_II tau_syn_E tau_syn_I J_ext
0.5 2.02 -23.84 -1 0.5 0.5 29.89
0.7222 2.02 -23.84 -3.8333 0.5 0.5 29.89
0.9444 2.02 -23.84 -6.6667 0.5 0.5 29.89
1.1667 2.02 -23.84 -9.5 0.5 0.5 29.89
1.3889 2.02 -23.84 -12.3333 0.5 0.5 29.89
1.6111 2.02 -23.84 -15.1667 0.5 0.5 29.89
1.8333 2.02 -23.84 -18 0.5 0.5 29.89
2.0556 2.02 -23.84 -20.8333 0.5 0.5 29.89
2.2778 2.02 -23.84 -23.6667 0.5 0.5 29.89
2.5 2.02 -23.84 -26.5 0.5 0.5 29.89
