# J_EE J_IE J_EI J_II tau_syn_E tau_syn_I J_ext
1.589 2.02 -23.84 -8.441 0.5 0.5 28
1.589 2.02 -23.84 -8.441 0.5 0.5 29.8889
1.589 2.02 -23.84 -8.441 0.5 0.5 31.7778
1.589 2.02 -23.84 -8.441 0.5 0.5 33.6667
1.589 2.02 -23.84 -8.441 0.5 0.5 35.5556
1.589 2.02 -23.84 -8.441 0.5 0.5 37.4444
1.589 2.02 -23.84 -8.441 0.5 0.5 39.3333
1.589 2.02 -23.84 -8.441 0.5 0.5 41.2222
1.589 2.02 -23.84 -8.441 0.5 0.5 43.1111
1.589 2.02 -23.84 -8.441 0.5 0.5 45
